BuyerId,VATPeriod,VATDate,BuyerSector,BuyerSizeCategory,TotalObligation,ActualPayment,UnderPayment,TransactionCount,ComplianceRate
435,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,1990.1,0.0,1990.1,13,0.0
440,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,4208.93,0.0,4208.93,28,0.0
440,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,3973.29,0.0,3973.29,26,0.0
440,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,4556.7,0.0,4556.7,26,0.0
440,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,4655.13,0.0,4655.13,26,0.0
447,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,4127.19,4127.19,0.0,14,1.0
447,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,4050.35,4050.35,0.0,13,1.0
447,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,4785.99,4785.99,0.0,13,1.0
447,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,4997.05,4997.05,0.0,13,1.0
448,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Large,7614.69,2665.14,4949.56,14,0.35
448,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Large,7542.82,2639.99,4902.84,13,0.35
448,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Large,8984.25,3144.48,5839.77,13,0.35
448,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Large,9446.58,3306.31,6140.28,13,0.35
449,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Large,10348.87,10348.87,0.0,14,1.0
449,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Large,8269.68,8269.68,0.0,13,1.0
449,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Large,5205.39,5205.39,0.0,13,1.0
449,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Large,7623.75,7623.75,0.0,13,1.0
450,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Large,10931.48,0.0,10931.48,14,0.0
450,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Large,10531.85,0.0,10531.85,13,0.0
450,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Large,12242.58,0.0,12242.58,13,0.0
450,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Large,12594.17,0.0,12594.17,13,0.0
453,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Medium,7385.55,4469.32,2916.18,14,0.6051
453,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Medium,6941.0,4200.33,2740.66,13,0.6051
453,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Medium,7910.780000000001,4787.22,3123.57,13,0.6052
453,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Medium,8015.66,4850.67,3164.99,13,0.6051
456,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,3162.79,3162.79,0.0,14,1.0
456,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3098.04,3098.04,0.0,13,1.0
456,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3654.45,3654.45,0.0,13,1.0
456,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,3809.58,3809.58,0.0,13,1.0
459,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,3584.95,3442.45,142.52,14,0.9603
459,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3384.52,3249.95,134.55,14,0.9602
459,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3318.5,3186.59,131.92,13,0.9603
459,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,3103.6,2980.2200000000003,123.37,13,0.9602
462,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,2836.56,1750.31,1086.26,14,0.6171
462,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,2779.92,1715.35,1064.56,13,0.6171
462,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3279.99,2023.91,1256.07,13,0.617
462,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,3419.32,2109.9,1309.45,13,0.6171
463,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Medium,6584.36,6584.36,0.0,14,1.0
463,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Medium,6471.65,6471.65,0.0,13,1.0
463,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Medium,7655.65,7655.65,0.0,13,1.0
463,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Medium,7999.8,7999.8,0.0,13,1.0
464,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,3658.55,3189.1,469.45,14,0.8717
464,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3450.82,3008.03,442.81,13,0.8717
464,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3934.01,3429.2200000000003,504.8,13,0.8717
464,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,3974.01,3464.1,509.94,13,0.8717
469,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,2755.75,0.0,2755.75,14,0.0
469,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3875.2,0.0,3875.2,13,0.0
469,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,2413.65,0.0,2413.65,13,0.0
469,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,2468.39,0.0,2468.39,13,0.0
472,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,3139.5,3088.72,50.77,14,0.9838
472,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,2864.13,2817.81,46.31,13,0.9838
472,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3162.04,3110.9,51.13,13,0.9838
472,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,3095.54,3045.46,50.04,13,0.9838
476,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,3428.8,3394.4,34.38,14,0.99
476,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3319.16,3285.86,33.31,13,0.99
476,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3909.01,3869.77,39.23,13,0.99
476,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,4099.21,4058.06,41.14,13,0.99
479,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,1749.63,0.0,1749.63,14,0.0
479,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,4270.03,0.0,4270.03,13,0.0
479,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3883.43,0.0,3883.43,13,0.0
479,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,5047.37,0.0,5047.37,13,0.0
483,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,4963.22,3470.83,1492.36,14,0.6993
483,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3009.98,2104.93,905.06,13,0.6993
483,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,4673.21,3268.03,1405.17,13,0.6993
483,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,4071.63,2847.32,1224.27,13,0.6993
486,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Medium,5766.85,5705.74,61.1,14,0.9894
486,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Medium,5439.54,5381.91,57.65,13,0.9894
486,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Medium,6242.58,6176.43,66.14,13,0.9894
486,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Medium,6395.37,6327.61,67.77,13,0.9894
494,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,2232.06,2232.06,0.0,14,1.0
494,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3918.52,3918.52,0.0,13,1.0
494,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,3378.7,3378.7,0.0,13,1.0
494,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,2759.65,2759.65,0.0,14,1.0
500,2024 Q2,2024-06-30,Fine_Dine_Vegetarian,Small,3966.43,3966.43,0.0,14,1.0
500,2024 Q3,2024-09-30,Fine_Dine_Vegetarian,Small,3793.3,3793.3,0.0,13,1.0
500,2024 Q4,2024-12-31,Fine_Dine_Vegetarian,Small,4380.71,4380.71,0.0,13,1.0
500,2025 Q1,2025-03-31,Fine_Dine_Vegetarian,Small,4479.96,4479.96,0.0,13,1.0
