InvoiceId,Date,VATPeriod,CompanyId,Sector,SizeCategory,BuyerId,BuyerSector,BuyerSizeCategory,Good,Quantity,ExciseDutyRate,TotalObligation,ActualPayment,PaymentFactor,ComplianceCategory,UnderPayment
INV3519927,2023-09-19,2023 Q3,2056,Importer,Small,1657,Distributors,Small,Wine_Imported,170.788984,10.67,1822.32,1779.33,0.9764,compliant,42.99
INV3521665,2023-09-19,2023 Q3,2033,Importer,Small,1658,Distributors,Small,Coffee_Beans_Imported,39.942933,25.0,998.57,949.01,0.9504,compliant,49.57
INV3521667,2023-09-19,2023 Q3,2018,Importer,Small,1658,Distributors,Small,Beer_Imported,91.330179,3.0,273.99,266.6,0.973,compliant,7.39
INV3523481,2023-09-19,2023 Q3,2035,Importer,Small,1659,Distributors,Small,Coffee_Beans_Imported,46.97083,25.0,1174.27,658.04,0.5604,partially_compliant,516.23
INV3523484,2023-09-19,2023 Q3,2051,Importer,Medium,1659,Distributors,Small,Beer_Imported,81.163522,3.0,243.49,237.66,0.9761,compliant,5.83
INV3523485,2023-09-19,2023 Q3,2060,Importer,Medium,1659,Distributors,Small,Wine_Imported,27.00798,10.67,288.18,288.18,1.0,compliant,0.0
INV3525470,2023-09-19,2023 Q3,2014,Importer,Medium,1660,Distributors,Small,Coffee_Beans_Imported,47.943234,25.0,1198.58,0.0,0.0,non_compliant,1198.58
INV3525476,2023-09-19,2023 Q3,2038,Importer,Large,1660,Distributors,Small,Beer_Imported,28.48329,3.0,85.45,84.16,0.9849,compliant,1.29
INV3527393,2023-09-19,2023 Q3,2049,Importer,Large,1661,Distributors,Small,Coffee_Beans_Imported,20.456716,25.0,511.42,490.3,0.9587,compliant,21.12
INV3527398,2023-09-19,2023 Q3,2051,Importer,Medium,1661,Distributors,Small,Beer_Imported,86.323785,3.0,258.97,252.77,0.9761,compliant,6.2
INV3527400,2023-09-19,2023 Q3,2040,Importer,Large,1661,Distributors,Small,Wine_Imported,149.170334,10.67,1591.65,1077.2,0.6768,partially_compliant,514.45
INV3529424,2023-09-19,2023 Q3,2048,Importer,Small,1662,Distributors,Medium,Coffee_Beans_Imported,60.711354,25.0,1517.78,1447.38,0.9536,compliant,70.41
INV3529428,2023-09-19,2023 Q3,2056,Importer,Small,1662,Distributors,Medium,Beer_Imported,232.206732,3.0,696.62,680.19,0.9764,compliant,16.43
INV3529430,2023-09-19,2023 Q3,2056,Importer,Small,1662,Distributors,Medium,Wine_Imported,108.084334,10.67,1153.26,1126.05,0.9764,compliant,27.21
INV3531456,2023-09-19,2023 Q3,2046,Importer,Small,1663,Distributors,Small,Coffee_Beans_Imported,55.429389,25.0,1385.73,1375.29,0.9925,compliant,10.44
INV3531459,2023-09-19,2023 Q3,2015,Importer,Small,1663,Distributors,Small,Beer_Imported,54.355608,3.0,163.07,74.76,0.4584,partially_compliant,88.31
INV3531460,2023-09-19,2023 Q3,2028,Importer,Medium,1663,Distributors,Small,Wine_Imported,39.690836,10.67,423.5,21.6,0.051,non_compliant,401.91
INV3533485,2023-09-19,2023 Q3,2033,Importer,Small,1664,Distributors,Small,Coffee_Beans_Imported,43.473812,25.0,1086.85,1032.9,0.9504,compliant,53.95
INV3533488,2023-09-19,2023 Q3,2051,Importer,Medium,1664,Distributors,Small,Beer_Imported,88.326757,3.0,264.98,258.64,0.9761,compliant,6.34
INV3535478,2023-09-19,2023 Q3,2033,Importer,Small,1665,Distributors,Large,Coffee_Beans_Imported,41.262652,25.0,1031.57,980.36,0.9504,compliant,51.2
INV3535480,2023-09-19,2023 Q3,2026,Importer,Small,1665,Distributors,Large,Wine_Imported,496.040523,10.67,5292.75,3793.46,0.7167,partially_compliant,1499.29
INV3537400,2023-09-19,2023 Q3,2016,Importer,Medium,1666,Distributors,Small,Coffee_Beans_Imported,56.239988,25.0,1406.0,90.7,0.0645,non_compliant,1315.3
INV3537404,2023-09-19,2023 Q3,2062,Importer,Small,1666,Distributors,Small,Wine_Imported,106.025139,10.67,1131.29,1131.29,1.0,compliant,0.0
INV3537405,2023-09-19,2023 Q3,2029,Importer,Medium,1666,Distributors,Small,Beer_Imported,294.029249,3.0,882.09,0.0,0.0,non_compliant,882.09
INV3539428,2023-09-19,2023 Q3,2069,Importer,Medium,1667,Distributors,Small,Coffee_Beans_Imported,57.291491,25.0,1432.29,1061.7,0.7413,partially_compliant,370.58
INV3539432,2023-09-19,2023 Q3,2031,Importer,Medium,1667,Distributors,Small,Wine_Imported,119.888027,10.67,1279.21,1276.2,0.9977,compliant,3.0
INV3539434,2023-09-19,2023 Q3,2049,Importer,Large,1667,Distributors,Small,Beer_Imported,54.439894,3.0,163.32,156.58,0.9587,compliant,6.74
INV3541460,2023-09-19,2023 Q3,2027,Importer,Small,1668,Distributors,Small,Coffee_Beans_Imported,11.42383,25.0,285.6,276.64,0.9686,compliant,8.96
INV3541463,2023-09-19,2023 Q3,2044,Importer,Small,1668,Distributors,Small,Wine_Imported,213.35664,10.67,2276.52,2193.53,0.9635,compliant,82.99
INV3541464,2023-09-19,2023 Q3,2022,Importer,Small,1668,Distributors,Small,Beer_Imported,215.671051,3.0,647.01,44.26,0.0684,non_compliant,602.75
INV3543453,2023-09-19,2023 Q3,2061,Importer,Small,1669,Distributors,Small,Coffee_Beans_Imported,6.7533,25.0,168.83,9.86,0.0584,non_compliant,158.97
INV3543455,2023-09-19,2023 Q3,2056,Importer,Small,1669,Distributors,Small,Wine_Imported,71.434918,10.67,762.21,744.23,0.9764,compliant,17.98
INV3543456,2023-09-19,2023 Q3,2024,Importer,Small,1669,Distributors,Small,Beer_Imported,74.92368,3.0,224.77,161.24,0.7173,partially_compliant,63.53
INV3545336,2023-09-19,2023 Q3,2061,Importer,Small,1670,Distributors,Small,Coffee_Beans_Imported,39.098335,25.0,977.46,57.11,0.0584,non_compliant,920.35
INV3545340,2023-09-19,2023 Q3,2017,Importer,Medium,1670,Distributors,Small,Beer_Imported,98.802671,3.0,296.41,193.9,0.6541,partially_compliant,102.51
INV3545341,2023-09-19,2023 Q3,2031,Importer,Medium,1670,Distributors,Small,Wine_Imported,176.991901,10.67,1888.5,1884.07,0.9977,compliant,4.43
INV3547222,2023-09-19,2023 Q3,2022,Importer,Small,1671,Distributors,Medium,Coffee_Beans_Imported,29.955222,25.0,748.88,51.23,0.0684,non_compliant,697.65
INV3547225,2023-09-19,2023 Q3,2062,Importer,Small,1671,Distributors,Medium,Beer_Imported,294.340761,3.0,883.02,883.02,1.0,compliant,0.0
INV3547226,2023-09-19,2023 Q3,2064,Importer,Medium,1671,Distributors,Medium,Wine_Imported,149.620707,10.67,1596.45,1596.45,1.0,compliant,0.0
INV3549147,2023-09-19,2023 Q3,2013,Importer,Small,1672,Distributors,Large,Coffee_Beans_Imported,29.179285,25.0,729.48,72.95,0.1,non_compliant,656.53
INV3549149,2023-09-19,2023 Q3,2017,Importer,Medium,1672,Distributors,Large,Beer_Imported,458.503682,3.0,1375.51,899.79,0.6541,partially_compliant,475.72
INV3549150,2023-09-19,2023 Q3,2051,Importer,Medium,1672,Distributors,Large,Wine_Imported,145.634298,10.67,1553.92,1516.72,0.9761,compliant,37.2
INV3551136,2023-09-19,2023 Q3,2049,Importer,Large,1673,Distributors,Small,Coffee_Beans_Imported,15.826178,25.0,395.65,379.32,0.9587,compliant,16.34
INV3551139,2023-09-19,2023 Q3,2066,Importer,Large,1673,Distributors,Small,Beer_Imported,309.234517,3.0,927.7,914.31,0.9856,compliant,13.4
INV3551140,2023-09-19,2023 Q3,2027,Importer,Small,1673,Distributors,Small,Wine_Imported,66.1566,10.67,705.89,683.75,0.9686,compliant,22.14
INV3553058,2023-09-19,2023 Q3,2064,Importer,Medium,1674,Distributors,Medium,Coffee_Beans_Imported,138.719457,25.0,3467.99,3467.99,1.0,compliant,0.0
INV3553063,2023-09-19,2023 Q3,2039,Importer,Large,1674,Distributors,Medium,Wine_Imported,208.764502,10.67,2227.52,2174.76,0.9763,compliant,52.76
INV3553064,2023-09-19,2023 Q3,2061,Importer,Small,1674,Distributors,Medium,Beer_Imported,171.329285,3.0,513.99,30.03,0.0584,non_compliant,483.96
INV3555091,2023-09-19,2023 Q3,2064,Importer,Medium,1675,Distributors,Large,Coffee_Beans_Imported,84.11901,25.0,2102.98,2102.98,1.0,compliant,0.0
INV3555093,2023-09-19,2023 Q3,2056,Importer,Small,1675,Distributors,Large,Beer_Imported,248.015493,3.0,744.05,726.49,0.9764,compliant,17.55
INV3555095,2023-09-19,2023 Q3,2014,Importer,Medium,1675,Distributors,Large,Wine_Imported,190.12637,10.67,2028.65,0.0,0.0,non_compliant,2028.65
INV3557081,2023-09-19,2023 Q3,2060,Importer,Medium,1676,Distributors,Small,Coffee_Beans_Imported,17.59646,25.0,439.91,439.91,1.0,compliant,0.0
INV3557086,2023-09-19,2023 Q3,2048,Importer,Small,1676,Distributors,Small,Wine_Imported,213.895863,10.67,2282.27,2176.4,0.9536,compliant,105.87
INV3558968,2023-09-19,2023 Q3,2024,Importer,Small,1677,Distributors,Small,Coffee_Beans_Imported,26.465218,25.0,661.63,474.62,0.7173,partially_compliant,187.01
INV3558970,2023-09-19,2023 Q3,2028,Importer,Medium,1677,Distributors,Small,Wine_Imported,136.538292,10.67,1456.86,74.29,0.051,non_compliant,1382.57
INV3560853,2023-09-19,2023 Q3,2041,Importer,Large,1678,Distributors,Small,Coffee_Beans_Imported,37.181165,25.0,929.53,929.53,1.0,compliant,0.0
INV3560855,2023-09-19,2023 Q3,2022,Importer,Small,1678,Distributors,Small,Wine_Imported,115.512991,10.67,1232.52,84.32,0.0684,non_compliant,1148.2
INV3560856,2023-09-19,2023 Q3,2057,Importer,Small,1678,Distributors,Small,Beer_Imported,70.342567,3.0,211.03,0.0,0.0,non_compliant,211.03
INV3562699,2023-09-19,2023 Q3,2063,Importer,Small,1679,Distributors,Small,Coffee_Beans_Imported,24.733169,25.0,618.33,0.74,0.0012,non_compliant,617.59
INV3562701,2023-09-19,2023 Q3,2071,Importer,Small,1679,Distributors,Small,Wine_Imported,149.932779,10.67,1599.78,821.32,0.5134,partially_compliant,778.46
INV3564513,2023-09-19,2023 Q3,2016,Importer,Medium,1680,Distributors,Medium,Coffee_Beans_Imported,78.921703,25.0,1973.04,127.28,0.0645,non_compliant,1845.76
INV3564518,2023-09-19,2023 Q3,2056,Importer,Small,1680,Distributors,Medium,Wine_Imported,134.942246,10.67,1439.83,1405.87,0.9764,compliant,33.97
INV3564520,2023-09-19,2023 Q3,2067,Importer,Small,1680,Distributors,Medium,Beer_Imported,324.389388,3.0,973.17,960.81,0.9873,compliant,12.36
INV3566505,2023-09-19,2023 Q3,2049,Importer,Large,1681,Distributors,Small,Coffee_Beans_Imported,76.037825,25.0,1900.95,1822.45,0.9587,compliant,78.49
INV3566511,2023-09-19,2023 Q3,2053,Importer,Large,1681,Distributors,Small,Wine_Imported,48.840854,10.67,521.13,41.34,0.0793,non_compliant,479.79
INV3568430,2023-09-19,2023 Q3,2041,Importer,Large,1682,Distributors,Small,Coffee_Beans_Imported,82.735927,25.0,2068.4,2068.4,1.0,compliant,0.0
INV3568433,2023-09-19,2023 Q3,2061,Importer,Small,1682,Distributors,Small,Beer_Imported,220.858892,3.0,662.58,38.71,0.0584,non_compliant,623.86
INV3568434,2023-09-19,2023 Q3,2033,Importer,Small,1682,Distributors,Small,Wine_Imported,210.131436,10.67,2242.1,2130.81,0.9504,compliant,111.29
INV3570464,2023-09-19,2023 Q3,2053,Importer,Large,1683,Distributors,Large,Beer_Imported,130.130131,3.0,390.39,30.97,0.0793,non_compliant,359.42
INV3570465,2023-09-19,2023 Q3,2054,Importer,Medium,1683,Distributors,Large,Wine_Imported,236.611862,10.67,2524.65,2453.26,0.9717,compliant,71.39
INV3572454,2023-09-19,2023 Q3,2042,Importer,Large,1684,Distributors,Small,Coffee_Beans_Imported,2.837,25.0,70.93,30.25,0.4265,partially_compliant,40.67
INV3572455,2023-09-19,2023 Q3,2013,Importer,Small,1684,Distributors,Small,Beer_Imported,23.191,3.0,69.57,6.96,0.1,non_compliant,62.62
INV3572456,2023-09-19,2023 Q3,2054,Importer,Medium,1684,Distributors,Small,Wine_Imported,64.589,10.67,689.16,669.68,0.9717,compliant,19.49
INV3574374,2023-09-19,2023 Q3,2056,Importer,Small,1685,Distributors,Large,Coffee_Beans_Imported,88.664604,25.0,2216.62,2164.32,0.9764,compliant,52.29
INV3574378,2023-09-19,2023 Q3,2050,Importer,Medium,1685,Distributors,Large,Wine_Imported,337.506028,10.67,3601.19,2653.44,0.7368,partially_compliant,947.75
INV3574380,2023-09-19,2023 Q3,2035,Importer,Small,1685,Distributors,Large,Beer_Imported,57.415857,3.0,172.25,96.52,0.5604,partially_compliant,75.72
INV3576404,2023-09-19,2023 Q3,2017,Importer,Medium,1686,Distributors,Small,Coffee_Beans_Imported,59.259019,25.0,1481.48,969.11,0.6541,partially_compliant,512.37
INV3576408,2023-09-19,2023 Q3,2035,Importer,Small,1686,Distributors,Small,Beer_Imported,179.091805,3.0,537.28,301.08,0.5604,partially_compliant,236.2
INV3576410,2023-09-19,2023 Q3,2018,Importer,Small,1686,Distributors,Small,Wine_Imported,211.145514,10.67,2252.92,2192.18,0.973,compliant,60.74
INV3578433,2023-09-19,2023 Q3,2048,Importer,Small,1687,Distributors,Medium,Coffee_Beans_Imported,109.24927,25.0,2731.23,2604.54,0.9536,compliant,126.69
INV3578438,2023-09-19,2023 Q3,2022,Importer,Small,1687,Distributors,Medium,Wine_Imported,283.554158,10.67,3025.52,206.99,0.0684,non_compliant,2818.53
INV3578440,2023-09-19,2023 Q3,2037,Importer,Large,1687,Distributors,Medium,Beer_Imported,172.52399,3.0,517.57,0.0,0.0,non_compliant,517.57
INV3580463,2023-09-19,2023 Q3,2040,Importer,Large,1688,Distributors,Small,Coffee_Beans_Imported,32.358025,25.0,808.95,547.48,0.6768,partially_compliant,261.47
INV3580468,2023-09-19,2023 Q3,2063,Importer,Small,1688,Distributors,Small,Beer_Imported,235.296407,3.0,705.89,0.84,0.0012,non_compliant,705.05
INV3580470,2023-09-19,2023 Q3,2056,Importer,Small,1688,Distributors,Small,Wine_Imported,81.610955,10.67,870.79,850.25,0.9764,compliant,20.54
INV3582456,2023-09-19,2023 Q3,2040,Importer,Large,1689,Distributors,Small,Coffee_Beans_Imported,21.825602,25.0,545.64,369.28,0.6768,partially_compliant,176.36
INV3582461,2023-09-19,2023 Q3,2059,Importer,Small,1689,Distributors,Small,Wine_Imported,57.652103,10.67,615.15,609.84,0.9914,compliant,5.31
INV3584382,2023-09-19,2023 Q3,2062,Importer,Small,1690,Distributors,Small,Coffee_Beans_Imported,74.846819,25.0,1871.17,1871.17,1.0,compliant,0.0
INV3584384,2023-09-19,2023 Q3,2050,Importer,Medium,1690,Distributors,Small,Wine_Imported,121.102959,10.67,1292.17,952.1,0.7368,partially_compliant,340.07
INV3586410,2023-09-19,2023 Q3,2059,Importer,Small,1691,Distributors,Small,Coffee_Beans_Imported,32.278085,25.0,806.95,799.99,0.9914,compliant,6.97
INV3586413,2023-09-19,2023 Q3,2050,Importer,Medium,1691,Distributors,Small,Beer_Imported,147.792147,3.0,443.38,326.69,0.7368,partially_compliant,116.69
INV3586415,2023-09-19,2023 Q3,2045,Importer,Medium,1691,Distributors,Small,Wine_Imported,38.867943,10.67,414.72,41.47,0.1,non_compliant,373.25
INV3588438,2023-09-19,2023 Q3,2023,Importer,Small,1692,Distributors,Small,Coffee_Beans_Imported,45.8905,25.0,1147.26,1089.9,0.95,partially_compliant,57.36
INV3588443,2023-09-19,2023 Q3,2071,Importer,Small,1692,Distributors,Small,Beer_Imported,71.006816,3.0,213.02,109.36,0.5134,partially_compliant,103.66
INV3588445,2023-09-19,2023 Q3,2034,Importer,Small,1692,Distributors,Small,Wine_Imported,28.909919,10.67,308.47,298.55,0.9679,compliant,9.92
INV3590472,2023-09-19,2023 Q3,2027,Importer,Small,1693,Distributors,Medium,Coffee_Beans_Imported,33.726439,25.0,843.16,816.72,0.9686,compliant,26.44
INV3590473,2023-09-19,2023 Q3,2046,Importer,Small,1693,Distributors,Medium,Beer_Imported,82.225952,3.0,246.68,244.82,0.9925,compliant,1.86
INV3590475,2023-09-19,2023 Q3,2041,Importer,Large,1693,Distributors,Medium,Wine_Imported,130.795557,10.67,1395.59,1395.59,1.0,compliant,0.0
INV3592500,2023-09-19,2023 Q3,2041,Importer,Large,1694,Distributors,Small,Coffee_Beans_Imported,37.162989,25.0,929.07,929.07,1.0,compliant,0.0
INV3592503,2023-09-19,2023 Q3,2028,Importer,Medium,1694,Distributors,Small,Wine_Imported,263.790583,10.67,2814.65,143.53,0.051,non_compliant,2671.12
INV3592504,2023-09-19,2023 Q3,2020,Importer,Small,1694,Distributors,Small,Beer_Imported,276.54627,3.0,829.64,535.17,0.6451,partially_compliant,294.46
INV3594494,2023-09-19,2023 Q3,2051,Importer,Medium,1695,Distributors,Small,Coffee_Beans_Imported,9.307924,25.0,232.7,227.13,0.9761,compliant,5.57
INV3594496,2023-09-19,2023 Q3,2050,Importer,Medium,1695,Distributors,Small,Wine_Imported,38.294032,10.67,408.6,301.06,0.7368,partially_compliant,107.53
INV3596339,2023-09-19,2023 Q3,2029,Importer,Medium,1696,Distributors,Small,Coffee_Beans_Imported,76.911278,25.0,1922.78,0.0,0.0,non_compliant,1922.78
INV3596340,2023-09-19,2023 Q3,2038,Importer,Large,1696,Distributors,Small,Beer_Imported,36.435287,3.0,109.31,107.66,0.9849,compliant,1.65
INV3596342,2023-09-19,2023 Q3,2022,Importer,Small,1696,Distributors,Small,Wine_Imported,267.875574,10.67,2858.23,195.54,0.0684,non_compliant,2662.69
INV3598076,2023-09-19,2023 Q3,2029,Importer,Medium,1697,Distributors,Small,Coffee_Beans_Imported,47.79503,25.0,1194.88,0.0,0.0,non_compliant,1194.88
INV3598081,2023-09-19,2023 Q3,2050,Importer,Medium,1697,Distributors,Small,Beer_Imported,189.566807,3.0,568.7,419.03,0.7368,partially_compliant,149.67
INV3599822,2023-09-19,2023 Q3,2040,Importer,Large,1698,Distributors,Small,Wine_Imported,133.875874,10.67,1428.46,966.75,0.6768,partially_compliant,461.7
INV3601634,2023-09-19,2023 Q3,2069,Importer,Medium,1699,Distributors,Medium,Coffee_Beans_Imported,116.284704,25.0,2907.12,2154.95,0.7413,partially_compliant,752.17
INV3601638,2023-09-19,2023 Q3,2013,Importer,Small,1699,Distributors,Medium,Wine_Imported,278.412358,10.67,2970.66,297.07,0.1,non_compliant,2673.59
INV3601640,2023-09-19,2023 Q3,2028,Importer,Medium,1699,Distributors,Medium,Beer_Imported,39.342098,3.0,118.03,6.02,0.051,non_compliant,112.01
INV3603663,2023-09-19,2023 Q3,2050,Importer,Medium,1700,Distributors,Small,Coffee_Beans_Imported,26.134773,25.0,653.37,481.42,0.7368,partially_compliant,171.95
INV3603668,2023-09-19,2023 Q3,2054,Importer,Medium,1700,Distributors,Small,Wine_Imported,285.218816,10.67,3043.28,2957.23,0.9717,compliant,86.05
INV3603669,2023-09-19,2023 Q3,2027,Importer,Small,1700,Distributors,Small,Beer_Imported,33.374968,3.0,100.12,96.98,0.9686,compliant,3.14
INV3605656,2023-09-19,2023 Q3,2067,Importer,Small,1701,Distributors,Small,Coffee_Beans_Imported,41.622343,25.0,1040.56,1027.34,0.9873,compliant,13.22
INV3605660,2023-09-19,2023 Q3,2028,Importer,Medium,1701,Distributors,Small,Wine_Imported,247.434775,10.67,2640.13,134.63,0.051,non_compliant,2505.5
INV3607543,2023-09-19,2023 Q3,2038,Importer,Large,1702,Distributors,Small,Coffee_Beans_Imported,64.386905,25.0,1609.67,1585.4,0.9849,compliant,24.27
INV3607545,2023-09-19,2023 Q3,2023,Importer,Small,1702,Distributors,Small,Wine_Imported,215.493747,10.67,2299.32,2184.35,0.95,partially_compliant,114.97
INV3607546,2023-09-19,2023 Q3,2056,Importer,Small,1702,Distributors,Small,Beer_Imported,218.988375,3.0,656.97,641.47,0.9764,compliant,15.5
INV3609391,2023-09-19,2023 Q3,2037,Importer,Large,1703,Distributors,Small,Coffee_Beans_Imported,8.878393,25.0,221.96,0.0,0.0,non_compliant,221.96
INV3609392,2023-09-19,2023 Q3,2023,Importer,Small,1703,Distributors,Small,Beer_Imported,214.583178,3.0,643.75,611.56,0.95,partially_compliant,32.19
INV3611206,2023-09-19,2023 Q3,2055,Importer,Small,1704,Distributors,Large,Coffee_Beans_Imported,52.746449,25.0,1318.66,1318.66,1.0,compliant,0.0
INV3611209,2023-09-19,2023 Q3,2041,Importer,Large,1704,Distributors,Large,Wine_Imported,334.262582,10.67,3566.58,3566.58,1.0,compliant,0.0
INV3611210,2023-09-19,2023 Q3,2058,Importer,Medium,1704,Distributors,Large,Beer_Imported,56.105748,3.0,168.32,164.65,0.9782,compliant,3.66
INV3613235,2023-09-19,2023 Q3,2038,Importer,Large,1705,Distributors,Medium,Coffee_Beans_Imported,116.441914,25.0,2911.05,2867.16,0.9849,compliant,43.89
INV3613238,2023-09-19,2023 Q3,2028,Importer,Medium,1705,Distributors,Medium,Wine_Imported,204.351962,10.67,2180.44,111.19,0.051,non_compliant,2069.25
INV3613240,2023-09-19,2023 Q3,2057,Importer,Small,1705,Distributors,Medium,Beer_Imported,113.13248,3.0,339.4,0.0,0.0,non_compliant,339.4
INV3615263,2023-09-19,2023 Q3,2029,Importer,Medium,1706,Distributors,Medium,Coffee_Beans_Imported,10.639,25.0,265.97,0.0,0.0,non_compliant,265.97
INV3615269,2023-09-19,2023 Q3,2043,Importer,Small,1706,Distributors,Medium,Beer_Imported,15.304,3.0,45.91,32.15,0.7003,partially_compliant,13.76
INV3615270,2023-09-19,2023 Q3,2032,Importer,Small,1706,Distributors,Medium,Wine_Imported,14.303,10.67,152.61,84.85,0.556,partially_compliant,67.76
INV3617294,2023-09-19,2023 Q3,2043,Importer,Small,1707,Distributors,Large,Coffee_Beans_Imported,58.979818,25.0,1474.5,1032.56,0.7003,partially_compliant,441.94
INV3617299,2023-09-19,2023 Q3,2042,Importer,Large,1707,Distributors,Large,Beer_Imported,107.900455,3.0,323.7,138.06,0.4265,partially_compliant,185.64
INV3617300,2023-09-19,2023 Q3,2037,Importer,Large,1707,Distributors,Large,Wine_Imported,356.602174,10.67,3804.95,0.0,0.0,non_compliant,3804.95
INV3619325,2023-09-19,2023 Q3,2014,Importer,Medium,1708,Distributors,Small,Coffee_Beans_Imported,73.454422,25.0,1836.36,0.0,0.0,non_compliant,1836.36
INV3619328,2023-09-19,2023 Q3,2056,Importer,Small,1708,Distributors,Small,Beer_Imported,57.240116,3.0,171.72,167.67,0.9764,compliant,4.05
INV3619330,2023-09-19,2023 Q3,2027,Importer,Small,1708,Distributors,Small,Wine_Imported,133.438034,10.67,1423.78,1379.13,0.9686,compliant,44.65
INV3621354,2023-09-19,2023 Q3,2066,Importer,Large,1709,Distributors,Large,Coffee_Beans_Imported,51.299817,25.0,1282.5,1263.98,0.9856,compliant,18.52
INV3621358,2023-09-19,2023 Q3,2061,Importer,Small,1709,Distributors,Large,Beer_Imported,230.506795,3.0,691.52,40.41,0.0584,non_compliant,651.11
INV3621359,2023-09-19,2023 Q3,2048,Importer,Small,1709,Distributors,Large,Wine_Imported,222.957762,10.67,2378.96,2268.61,0.9536,compliant,110.35
INV3623384,2023-09-19,2023 Q3,2064,Importer,Medium,1710,Distributors,Large,Coffee_Beans_Imported,121.915454,25.0,3047.89,3047.89,1.0,compliant,0.0
INV3623388,2023-09-19,2023 Q3,2070,Importer,Small,1710,Distributors,Large,Beer_Imported,338.890724,3.0,1016.67,0.0,0.0,non_compliant,1016.67
INV3623390,2023-09-19,2023 Q3,2029,Importer,Medium,1710,Distributors,Large,Wine_Imported,178.877587,10.67,1908.62,0.0,0.0,non_compliant,1908.62
INV3625379,2023-09-19,2023 Q3,2051,Importer,Medium,1711,Distributors,Small,Coffee_Beans_Imported,10.638898,25.0,265.97,259.61,0.9761,compliant,6.37
INV3625380,2023-09-19,2023 Q3,2066,Importer,Large,1711,Distributors,Small,Wine_Imported,86.531994,10.67,923.3,909.96,0.9856,compliant,13.33
INV3627302,2023-09-19,2023 Q3,2058,Importer,Medium,1712,Distributors,Small,Coffee_Beans_Imported,19.531,25.0,488.27,477.65,0.9782,compliant,10.63
INV3627303,2023-09-19,2023 Q3,2049,Importer,Large,1712,Distributors,Small,Wine_Imported,66.312,10.67,707.55,678.33,0.9587,compliant,29.22
INV3627305,2023-09-19,2023 Q3,2017,Importer,Medium,1712,Distributors,Small,Beer_Imported,91.638,3.0,274.91,179.83,0.6541,partially_compliant,95.08
INV3396617,2023-09-26,2023 Q3,2050,Importer,Medium,1593,Distributors,Large,Coffee_Beans_Imported,54.48168,25.0,1362.04,1003.58,0.7368,partially_compliant,358.46
INV3396623,2023-09-26,2023 Q3,2046,Importer,Small,1593,Distributors,Large,Wine_Imported,490.981697,10.67,5238.77,5199.29,0.9925,compliant,39.48
INV3396624,2023-09-26,2023 Q3,2065,Importer,Small,1593,Distributors,Large,Beer_Imported,125.680764,3.0,377.04,367.57,0.9749,compliant,9.47
INV3398650,2023-09-26,2023 Q3,2048,Importer,Small,1594,Distributors,Medium,Coffee_Beans_Imported,64.611647,25.0,1615.29,1540.36,0.9536,compliant,74.93
INV3398652,2023-09-26,2023 Q3,2029,Importer,Medium,1594,Distributors,Medium,Wine_Imported,187.832185,10.67,2004.17,0.0,0.0,non_compliant,2004.17
INV3400641,2023-09-26,2023 Q3,2071,Importer,Small,1595,Distributors,Small,Coffee_Beans_Imported,3.701,25.0,92.53,47.5,0.5134,partially_compliant,45.02
INV3400643,2023-09-26,2023 Q3,2057,Importer,Small,1595,Distributors,Small,Wine_Imported,65.309,10.67,696.85,0.0,0.0,non_compliant,696.85
INV3400644,2023-09-26,2023 Q3,2038,Importer,Large,1595,Distributors,Small,Beer_Imported,11.347,3.0,34.04,33.53,0.9849,compliant,0.51
INV3402488,2023-09-26,2023 Q3,2038,Importer,Large,1596,Distributors,Small,Wine_Imported,313.099556,10.67,3340.77,3290.4,0.9849,compliant,50.37
INV3402489,2023-09-26,2023 Q3,2069,Importer,Medium,1596,Distributors,Small,Beer_Imported,52.429427,3.0,157.29,116.59,0.7413,partially_compliant,40.7
INV3404263,2023-09-26,2023 Q3,2027,Importer,Small,1597,Distributors,Medium,Coffee_Beans_Imported,77.004886,25.0,1925.12,1864.75,0.9686,compliant,60.37
INV3404268,2023-09-26,2023 Q3,2031,Importer,Medium,1597,Distributors,Medium,Beer_Imported,234.092681,3.0,702.28,700.63,0.9977,compliant,1.65
INV3406152,2023-09-26,2023 Q3,2040,Importer,Large,1598,Distributors,Large,Coffee_Beans_Imported,50.99882,25.0,1274.97,862.88,0.6768,partially_compliant,412.09
INV3406154,2023-09-26,2023 Q3,2058,Importer,Medium,1598,Distributors,Large,Wine_Imported,133.162957,10.67,1420.85,1389.93,0.9782,compliant,30.92
INV3408072,2023-09-26,2023 Q3,2054,Importer,Medium,1599,Distributors,Medium,Coffee_Beans_Imported,56.400486,25.0,1410.01,1370.14,0.9717,compliant,39.87
INV3408078,2023-09-26,2023 Q3,2035,Importer,Small,1599,Distributors,Medium,Wine_Imported,201.18281,10.67,2146.62,1202.92,0.5604,partially_compliant,943.7
INV3408079,2023-09-26,2023 Q3,2042,Importer,Large,1599,Distributors,Medium,Beer_Imported,90.38531,3.0,271.16,115.65,0.4265,partially_compliant,155.51
INV3409907,2023-09-26,2023 Q3,2030,Importer,Small,1600,Distributors,Small,Beer_Imported,488.382339,3.0,1465.15,1429.54,0.9757,compliant,35.6
INV3411411,2023-09-26,2023 Q3,2050,Importer,Medium,1601,Distributors,Medium,Coffee_Beans_Imported,8.115,25.0,202.88,149.48,0.7368,partially_compliant,53.39
